Budget,Average Recovery Rate
305,0.725000000000000
306,0.725000000000000
307,0.720000000000000
308,0.720000000000000
309,0.720000000000000
310,0.715000000000000
311,0.720000000000000
312,0.720000000000000
313,0.725000000000000
314,0.720000000000000
315,0.720000000000000
316,0.720000000000000
317,0.720000000000000
318,0.720000000000000
319,0.720000000000000
320,0.720000000000000
321,0.725000000000000
322,0.730000000000000
323,0.730000000000000
324,0.730000000000000
325,0.730000000000000
326,0.730000000000000
327,0.735000000000000
328,0.735000000000000
329,0.735000000000000
330,0.740000000000000
331,0.735000000000000
332,0.735000000000000
333,0.735000000000000
334,0.735000000000000
335,0.730000000000000
336,0.730000000000000
337,0.735000000000000
338,0.735000000000000
339,0.735000000000000
340,0.735000000000000
341,0.735000000000000
342,0.735000000000000
343,0.735000000000000
344,0.735000000000000
345,0.735000000000000
346,0.735000000000000
347,0.740000000000000
348,0.735000000000000
349,0.735000000000000
350,0.735000000000000
351,0.735000000000000
352,0.735000000000000
353,0.735000000000000
354,0.740000000000000
355,0.745000000000000
356,0.745000000000000
357,0.755000000000000
358,0.755000000000000
359,0.755000000000000
360,0.755000000000000
361,0.760000000000000
362,0.760000000000000
363,0.760000000000000
364,0.760000000000000
365,0.760000000000000
366,0.760000000000000
367,0.760000000000000
368,0.755000000000000
369,0.755000000000000
370,0.755000000000000
371,0.755000000000000
372,0.755000000000000
373,0.755000000000000
374,0.755000000000000
375,0.750000000000000
376,0.750000000000000
377,0.750000000000000
378,0.750000000000000
379,0.750000000000000
380,0.745000000000000
381,0.745000000000000
382,0.750000000000000
383,0.750000000000000
384,0.755000000000000
385,0.755000000000000
386,0.760000000000000
387,0.760000000000000
388,0.760000000000000
389,0.760000000000000
390,0.760000000000000
391,0.760000000000000
392,0.755000000000000
393,0.750000000000000
394,0.755000000000000
395,0.755000000000000
396,0.755000000000000
397,0.755000000000000
398,0.755000000000000
399,0.755000000000000
400,0.755000000000000
401,0.755000000000000
402,0.755000000000000
403,0.755000000000000
404,0.755000000000000
405,0.755000000000000
406,0.755000000000000
407,0.755000000000000
408,0.755000000000000
409,0.750000000000000
410,0.750000000000000
411,0.750000000000000
412,0.750000000000000
413,0.750000000000000
414,0.750000000000000
415,0.755000000000000
416,0.755000000000000
417,0.760000000000000
418,0.760000000000000
419,0.765000000000000
420,0.770000000000000
421,0.770000000000000
422,0.770000000000000
423,0.770000000000000
424,0.765000000000000
425,0.765000000000000
426,0.770000000000000
427,0.770000000000000
428,0.770000000000000
429,0.775000000000000
430,0.775000000000000
431,0.775000000000000
432,0.775000000000000
433,0.775000000000000
434,0.775000000000000
435,0.775000000000000
436,0.770000000000000
437,0.770000000000000
438,0.770000000000000
439,0.770000000000000
440,0.765000000000000
441,0.770000000000000
442,0.770000000000000
443,0.770000000000000
444,0.770000000000000
445,0.770000000000000
446,0.770000000000000
447,0.780000000000000
448,0.780000000000000
449,0.780000000000000
450,0.780000000000000
451,0.780000000000000
452,0.775000000000000
453,0.775000000000000
454,0.775000000000000
455,0.775000000000000
456,0.775000000000000
457,0.775000000000000
458,0.780000000000000
459,0.780000000000000
460,0.780000000000000
461,0.780000000000000
462,0.780000000000000
463,0.780000000000000
464,0.780000000000000
465,0.780000000000000
466,0.780000000000000
467,0.780000000000000
468,0.780000000000000
469,0.780000000000000
470,0.780000000000000
471,0.780000000000000
472,0.780000000000000
473,0.780000000000000
474,0.780000000000000
475,0.780000000000000
476,0.775000000000000
477,0.770000000000000
478,0.770000000000000
479,0.770000000000000
480,0.770000000000000
481,0.770000000000000
482,0.770000000000000
483,0.770000000000000
484,0.770000000000000
485,0.775000000000000
486,0.775000000000000
487,0.775000000000000
488,0.775000000000000
489,0.780000000000000
490,0.780000000000000
491,0.780000000000000
492,0.780000000000000
493,0.780000000000000
494,0.780000000000000
495,0.780000000000000
496,0.780000000000000
497,0.780000000000000
498,0.780000000000000
499,0.780000000000000
500,0.780000000000000
