Budget,Average Recovery Rate
1,0.605000000000000
2,0.605000000000000
3,0.605000000000000
4,0.605000000000000
5,0.605000000000000
6,0.610000000000000
7,0.610000000000000
8,0.610000000000000
9,0.610000000000000
10,0.610000000000000
11,0.610000000000000
12,0.610000000000000
13,0.610000000000000
14,0.615000000000000
15,0.615000000000000
16,0.615000000000000
17,0.615000000000000
18,0.615000000000000
19,0.615000000000000
20,0.615000000000000
21,0.615000000000000
22,0.615000000000000
23,0.620000000000000
24,0.620000000000000
25,0.620000000000000
26,0.620000000000000
27,0.620000000000000
28,0.620000000000000
29,0.620000000000000
30,0.620000000000000
31,0.620000000000000
32,0.620000000000000
33,0.620000000000000
34,0.620000000000000
35,0.620000000000000
36,0.620000000000000
37,0.620000000000000
38,0.620000000000000
39,0.620000000000000
40,0.620000000000000
41,0.620000000000000
42,0.620000000000000
43,0.620000000000000
44,0.620000000000000
45,0.620000000000000
46,0.625000000000000
47,0.625000000000000
48,0.625000000000000
49,0.625000000000000
50,0.625000000000000
51,0.625000000000000
52,0.625000000000000
53,0.625000000000000
54,0.630000000000000
55,0.625000000000000
56,0.625000000000000
57,0.625000000000000
58,0.625000000000000
59,0.625000000000000
60,0.625000000000000
61,0.625000000000000
62,0.625000000000000
63,0.625000000000000
64,0.630000000000000
65,0.625000000000000
66,0.625000000000000
67,0.625000000000000
68,0.625000000000000
69,0.625000000000000
70,0.625000000000000
71,0.625000000000000
72,0.625000000000000
73,0.625000000000000
74,0.625000000000000
75,0.620000000000000
76,0.620000000000000
77,0.620000000000000
78,0.620000000000000
79,0.620000000000000
80,0.625000000000000
81,0.620000000000000
82,0.625000000000000
83,0.625000000000000
84,0.625000000000000
85,0.620000000000000
86,0.625000000000000
87,0.625000000000000
88,0.630000000000000
89,0.630000000000000
90,0.630000000000000
91,0.630000000000000
92,0.630000000000000
93,0.630000000000000
94,0.630000000000000
95,0.630000000000000
96,0.630000000000000
97,0.625000000000000
98,0.625000000000000
99,0.625000000000000
100,0.625000000000000
101,0.630000000000000
102,0.630000000000000
103,0.635000000000000
104,0.635000000000000
105,0.635000000000000
106,0.630000000000000
107,0.630000000000000
108,0.630000000000000
109,0.635000000000000
110,0.640000000000000
111,0.640000000000000
112,0.640000000000000
113,0.645000000000000
114,0.645000000000000
115,0.640000000000000
116,0.640000000000000
117,0.645000000000000
118,0.645000000000000
119,0.640000000000000
120,0.640000000000000
121,0.640000000000000
122,0.640000000000000
123,0.640000000000000
124,0.640000000000000
125,0.640000000000000
126,0.640000000000000
127,0.640000000000000
128,0.640000000000000
129,0.650000000000000
130,0.655000000000000
131,0.655000000000000
132,0.655000000000000
133,0.655000000000000
134,0.655000000000000
135,0.655000000000000
136,0.635000000000000
137,0.635000000000000
138,0.640000000000000
139,0.640000000000000
140,0.640000000000000
141,0.640000000000000
142,0.640000000000000
143,0.640000000000000
144,0.645000000000000
145,0.650000000000000
146,0.650000000000000
147,0.650000000000000
148,0.645000000000000
149,0.645000000000000
150,0.645000000000000
151,0.645000000000000
152,0.645000000000000
153,0.640000000000000
154,0.640000000000000
155,0.640000000000000
156,0.645000000000000
157,0.645000000000000
158,0.645000000000000
159,0.645000000000000
160,0.645000000000000
161,0.645000000000000
162,0.645000000000000
163,0.645000000000000
164,0.650000000000000
165,0.650000000000000
166,0.650000000000000
167,0.650000000000000
168,0.650000000000000
169,0.650000000000000
170,0.650000000000000
171,0.645000000000000
172,0.645000000000000
173,0.645000000000000
174,0.650000000000000
175,0.650000000000000
176,0.650000000000000
177,0.650000000000000
178,0.650000000000000
179,0.650000000000000
180,0.650000000000000
181,0.655000000000000
182,0.655000000000000
183,0.650000000000000
184,0.655000000000000
185,0.655000000000000
186,0.655000000000000
187,0.660000000000000
188,0.660000000000000
189,0.650000000000000
190,0.650000000000000
191,0.655000000000000
192,0.655000000000000
193,0.650000000000000
194,0.650000000000000
195,0.650000000000000
196,0.650000000000000
197,0.655000000000000
198,0.655000000000000
199,0.655000000000000
200,0.655000000000000
201,0.655000000000000
202,0.655000000000000
203,0.655000000000000
204,0.660000000000000
205,0.660000000000000
206,0.665000000000000
207,0.665000000000000
208,0.665000000000000
209,0.665000000000000
210,0.665000000000000
211,0.665000000000000
212,0.665000000000000
213,0.660000000000000
214,0.665000000000000
215,0.670000000000000
216,0.670000000000000
217,0.670000000000000
218,0.670000000000000
219,0.670000000000000
220,0.670000000000000
221,0.670000000000000
222,0.670000000000000
223,0.670000000000000
224,0.670000000000000
225,0.675000000000000
226,0.670000000000000
227,0.675000000000000
228,0.675000000000000
229,0.675000000000000
230,0.675000000000000
231,0.675000000000000
232,0.675000000000000
233,0.670000000000000
234,0.675000000000000
235,0.670000000000000
236,0.675000000000000
237,0.680000000000000
238,0.680000000000000
239,0.680000000000000
240,0.685000000000000
241,0.680000000000000
242,0.685000000000000
243,0.690000000000000
244,0.680000000000000
245,0.675000000000000
246,0.670000000000000
247,0.675000000000000
248,0.675000000000000
249,0.675000000000000
250,0.675000000000000
251,0.680000000000000
252,0.680000000000000
253,0.680000000000000
254,0.680000000000000
255,0.685000000000000
256,0.685000000000000
257,0.685000000000000
258,0.685000000000000
259,0.680000000000000
260,0.685000000000000
261,0.685000000000000
262,0.685000000000000
263,0.685000000000000
264,0.690000000000000
265,0.690000000000000
266,0.695000000000000
267,0.700000000000000
268,0.700000000000000
269,0.710000000000000
270,0.710000000000000
271,0.705000000000000
272,0.715000000000000
273,0.715000000000000
274,0.715000000000000
275,0.720000000000000
276,0.715000000000000
277,0.720000000000000
278,0.725000000000000
279,0.725000000000000
280,0.730000000000000
281,0.730000000000000
282,0.725000000000000
283,0.725000000000000
284,0.725000000000000
285,0.725000000000000
286,0.720000000000000
287,0.720000000000000
288,0.720000000000000
289,0.720000000000000
290,0.720000000000000
291,0.720000000000000
292,0.720000000000000
293,0.720000000000000
294,0.720000000000000
295,0.720000000000000
296,0.720000000000000
297,0.730000000000000
298,0.730000000000000
299,0.730000000000000
300,0.730000000000000
301,0.730000000000000
302,0.725000000000000
303,0.725000000000000
304,0.725000000000000
